"name","geo_place_name","geo_type_name","start_date","data_value"
"Nitrogen dioxide (NO2)","Central Harlem - Morningside Heights","UHF42","2010-12-01","28.2"
"Nitrogen dioxide (NO2)","Chelsea - Clinton","UHF42","2014-06-01","28.4"
"Nitrogen dioxide (NO2)","Chelsea - Clinton","UHF42","2015-01-01","29.2"
"Nitrogen dioxide (NO2)","Highbridge and Concourse (CD4)","CD","2019-06-01","15.4"
"Nitrogen dioxide (NO2)","Highbridge and Concourse (CD4)","CD","2019-12-01","25.8"
"Nitrogen dioxide (NO2)","Jackson Heights (CD3)","CD","2018-12-01","23.3"
"Nitrogen dioxide (NO2)","Bushwick (CD4)","CD","2015-01-01","20.3"
"Nitrogen dioxide (NO2)","Bushwick (CD4)","CD","2020-01-01","17.5"
"Nitrogen dioxide (NO2)","Elmhurst and Corona (CD4)","CD","2009-06-01","23"
"Nitrogen dioxide (NO2)","Bedford Stuyvesant (CD3)","CD","2010-12-01","32.7"
"Nitrogen dioxide (NO2)","Bedford Stuyvesant (CD3)","CD","2021-01-01","17.9"
"Nitrogen dioxide (NO2)","Greenpoint","UHF34","2021-01-01","20.6"
"Nitrogen dioxide (NO2)","Washington Heights","UHF34","2010-12-01","30.5"
"Nitrogen dioxide (NO2)","Downtown - Heights - Slope","UHF34","2017-01-01","21.1"
"Nitrogen dioxide (NO2)","Northeast Bronx","UHF34","2012-12-01","18.4"
"Nitrogen dioxide (NO2)","West Queens","UHF34","2010-12-01","32"
"Nitrogen dioxide (NO2)","West Queens","UHF34","2009-06-01","21.7"
"Nitrogen dioxide (NO2)","Southwest Queens","UHF42","2008-12-01","22.9"
"Nitrogen dioxide (NO2)","Southwest Queens","UHF42","2018-12-01","20.4"
"Nitrogen dioxide (NO2)","Gramercy Park - Murray Hill","UHF42","2013-12-01","39.4"
"Nitrogen dioxide (NO2)","Jamaica","UHF42","2022-01-01","14.9"
"Nitrogen dioxide (NO2)","Jamaica","UHF42","2017-12-01","23.8"
"Nitrogen dioxide (NO2)","Bushwick (CD4)","CD","2021-12-01","22.6"
"Nitrogen dioxide (NO2)","Elmhurst and Corona (CD4)","CD","2012-06-01","20.2"
"Nitrogen dioxide (NO2)","Elmhurst and Corona (CD4)","CD","2013-06-01","19.4"
"Nitrogen dioxide (NO2)","Bedford Stuyvesant (CD3)","CD","2018-01-01","20"
"Nitrogen dioxide (NO2)","Bedford Stuyvesant (CD3)","CD","2021-06-01","13.1"
"Nitrogen dioxide (NO2)","Morrisania and Crotona (CD3)","CD","2015-12-31","20.1"
"Nitrogen dioxide (NO2)","Morrisania and Crotona (CD3)","CD","2018-01-01","19.8"
"Nitrogen dioxide (NO2)","Jackson Heights (CD3)","CD","2009-06-01","21.7"
"Nitrogen dioxide (NO2)","Morrisania and Crotona (CD3)","CD","2021-01-01","17.3"
"Nitrogen dioxide (NO2)","Elmhurst and Corona (CD4)","CD","2017-01-01","21.3"
"Nitrogen dioxide (NO2)","Lower East Side and Chinatown (CD3)","CD","2010-12-01","34.9"
"Nitrogen dioxide (NO2)","Lower East Side and Chinatown (CD3)","CD","2012-12-01","26.6"
"Nitrogen dioxide (NO2)","Lower East Side and Chinatown (CD3)","CD","2017-01-01","23.7"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2019-12-01","20.2"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2014-12-01","22.8"
"Nitrogen dioxide (NO2)","Canarsie - Flatlands","UHF34","2021-01-01","14.3"
"Nitrogen dioxide (NO2)","Jamaica","UHF34","2021-01-01","15.3"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2015-12-31","16.2"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2021-06-01","10.4"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2016-06-01","12.2"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2015-12-01","21.1"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2020-12-01","20.1"
"Nitrogen dioxide (NO2)","Queens","Borough","2013-12-01","26.8"
"Nitrogen dioxide (NO2)","Queens Village (CD13)","CD","2019-01-01","14.6"
"Nitrogen dioxide (NO2)","Queens","Borough","2015-12-01","22.5"
"Nitrogen dioxide (NO2)","Queens","Borough","2012-12-01","18.7"
"Nitrogen dioxide (NO2)","Queens","Borough","2016-06-01","13.1"
"Nitrogen dioxide (NO2)","Queens","Borough","2020-12-01","20.7"
"Nitrogen dioxide (NO2)","Queens","Borough","2022-06-01","10.6"
"Nitrogen dioxide (NO2)","Queens","Borough","2010-12-01","28.3"
"Nitrogen dioxide (NO2)","Queens","Borough","2017-01-01","17.9"
"Nitrogen dioxide (NO2)","Queens","Borough","2010-12-01","21.5"
"Nitrogen dioxide (NO2)","Elmhurst and Corona (CD4)","CD","2011-06-01","21.4"
"Nitrogen dioxide (NO2)","Elmhurst and Corona (CD4)","CD","2010-06-01","21.4"
"Nitrogen dioxide (NO2)","Bushwick (CD4)","CD","2015-12-01","24.5"
"Nitrogen dioxide (NO2)","Morrisania and Crotona (CD3)","CD","2015-12-01","23.9"
"Nitrogen dioxide (NO2)","Bedford Stuyvesant (CD3)","CD","2015-12-01","25.2"
"Nitrogen dioxide (NO2)","Bedford Stuyvesant (CD3)","CD","2020-12-01","23.4"
"Nitrogen dioxide (NO2)","Hunts Point - Mott Haven","UHF42","2017-12-01","26.8"
"Nitrogen dioxide (NO2)","Greenwich Village - SoHo","UHF42","2019-01-01","23.6"
"Nitrogen dioxide (NO2)","Greenwich Village - SoHo","UHF42","2022-01-01","20.5"
"Nitrogen dioxide (NO2)","Southwest Queens","UHF42","2008-12-01","29.2"
"Nitrogen dioxide (NO2)","Southwest Queens","UHF42","2013-12-01","27.4"
"Nitrogen dioxide (NO2)","Southwest Queens","UHF42","2017-12-01","24"
"Nitrogen dioxide (NO2)","Southwest Queens","UHF42","2019-01-01","15.1"
