"name","geo_place_name","geo_type_name","start_date","data_value"
"Ozone (O3)","Bedford Stuyvesant - Crown Heights","UHF42","2009-06-01","26.4"
"Ozone (O3)","Fordham - Bronx Pk","UHF42","2020-06-01","30.2"
"Ozone (O3)","Bedford Stuyvesant - Crown Heights","UHF42","2017-06-01","29.4"
"Ozone (O3)","Bedford Stuyvesant - Crown Heights","UHF42","2020-06-01","29.2"
"Ozone (O3)","Fordham - Bronx Pk","UHF42","2009-06-01","24.5"
"Ozone (O3)","East Harlem","UHF42","2009-06-01","22.8"
"Ozone (O3)","Bedford Stuyvesant - Crown Heights","UHF42","2009-06-01","24.3"
"Ozone (O3)","Upper East Side","UHF42","2022-06-01","30.8"
"Ozone (O3)","Crotona -Tremont","UHF42","2022-06-01","31.4"
"Ozone (O3)","Fordham - Bronx Pk","UHF42","2022-06-01","31.7"
"Ozone (O3)","Crotona -Tremont","UHF42","2015-06-01","29.7"
"Ozone (O3)","Ridgewood - Forest Hills","UHF42","2019-06-01","31.3"
"Ozone (O3)","Crown Heights and Prospect Heights (CD8)","CD","2017-06-01","28.9"
"Ozone (O3)","Stuyvesant Town and Turtle Bay (CD6)","CD","2018-06-01","24.9"
"Ozone (O3)","Manhattan","Borough","2009-06-01","20.4"
"Ozone (O3)","Rockaways","UHF42","2009-06-01","33.6"
"Ozone (O3)","Southeast Queens","UHF42","2009-06-01","27.6"
"Ozone (O3)","Southeast Queens","UHF42","2022-06-01","34.7"
"Ozone (O3)","Borough Park","UHF42","2022-06-01","35.2"
"Ozone (O3)","Union Square - Lower East Side","UHF42","2022-06-01","31.2"
"Ozone (O3)","High Bridge - Morrisania","UHF42","2019-06-01","28.6"
"Ozone (O3)","St. George and Stapleton (CD1)","CD","2017-06-01","27.5"
"Ozone (O3)","Mott Haven and Melrose (CD1)","CD","2020-06-01","30.6"
"Ozone (O3)","Financial District (CD1)","CD","2009-06-01","22.9"
"Ozone (O3)","Financial District (CD1)","CD","2017-06-01","24.8"
"Ozone (O3)","Long Island City and Astoria (CD1)","CD","2009-06-01","28"
"Ozone (O3)","Southeast Queens","UHF42","2021-06-01","31.5"
"Ozone (O3)","Coney Island - Sheepshead Bay","UHF42","2013-06-01","33.9"
"Ozone (O3)","Bensonhurst - Bay Ridge","UHF42","2013-06-01","31.4"
"Ozone (O3)","Bensonhurst - Bay Ridge","UHF42","2021-06-01","30.4"
"Ozone (O3)","Southeast Queens","UHF42","2012-06-01","34.8"
"Ozone (O3)","Coney Island - Sheepshead Bay","UHF42","2012-06-01","37.1"
"Ozone (O3)","Rockaways","UHF42","2021-06-01","34.8"
"Ozone (O3)","Central Harlem (CD10)","CD","2017-06-01","26.7"
"Ozone (O3)","Washington Heights and Inwood (CD12)","CD","2018-06-01","29"
"Ozone (O3)","Jamaica","UHF34","2016-06-01","33.9"
"Ozone (O3)","Long Island City - Astoria","UHF34","2016-06-01","33.2"
"Ozone (O3)","East Harlem","UHF34","2021-06-01","28.4"
"Ozone (O3)","Bensonhurst - Bay Ridge","UHF42","2022-06-01","35.8"
"Ozone (O3)","Bayside and Little Neck (CD11)","CD","2020-06-01","30.7"
"Ozone (O3)","West Queens","UHF42","2022-06-01","33.6"
"Ozone (O3)","South Crown Heights and Lefferts Gardens (CD9)","CD","2018-06-01","30.3"
"Ozone (O3)","South Crown Heights and Lefferts Gardens (CD9)","CD","2017-06-01","29.4"
"Ozone (O3)","Morris Park and Bronxdale (CD11)","CD","2018-06-01","31.1"
"Ozone (O3)","Kew Gardens and Woodhaven (CD9)","CD","2018-06-01","31.2"
"Ozone (O3)","Morningside Heights and Hamilton Heights (CD9)","CD","2018-06-01","28.3"
"Ozone (O3)","East Harlem (CD11)","CD","2020-06-01","30.1"
"Ozone (O3)","Kew Gardens and Woodhaven (CD9)","CD","2020-06-01","29.6"
"Ozone (O3)","Morningside Heights and Hamilton Heights (CD9)","CD","2020-06-01","29.4"
"Ozone (O3)","Downtown - Heights - Slope","UHF42","2009-06-01","23.1"
"Ozone (O3)","Northeast Bronx","UHF42","2009-06-01","26.8"
"Ozone (O3)","Northeast Bronx","UHF42","2012-06-01","35.1"
"Ozone (O3)","Fresh Meadows","UHF42","2021-06-01","30.5"
"Ozone (O3)","Upper East Side (CD8)","CD","2020-06-01","29.3"
"Ozone (O3)","Throgs Neck and Co-op City (CD10)","CD","2018-06-01","32"
"Ozone (O3)","Williamsbridge and Baychester (CD12)","CD","2020-06-01","30.5"
"Ozone (O3)","Throgs Neck and Co-op City (CD10)","CD","2017-06-01","30.2"
"Ozone (O3)","Kingsbridge - Riverdale","UHF42","2013-06-01","30.4"
"Ozone (O3)","Long Island City - Astoria","UHF42","2012-06-01","33.9"
"Ozone (O3)","Washington Heights","UHF42","2012-06-01","32.7"
"Ozone (O3)","Washington Heights","UHF42","2013-06-01","29.3"
"Ozone (O3)","Williamsbridge and Baychester (CD12)","CD","2022-06-01","31.8"
"Ozone (O3)","Queens Village (CD13)","CD","2018-06-01","31.9"
"Ozone (O3)","East New York","UHF42","2022-06-01","34.4"
"Ozone (O3)","Williamsburg - Bushwick","UHF42","2022-06-01","33.2"
"Ozone (O3)","Staten Island","Borough","2022-06-01","35.3"
"Ozone (O3)","Pelham - Throgs Neck","UHF42","2022-06-01","33.3"
"Ozone (O3)","Upper West Side","UHF42","2015-06-01","28.1"
"Ozone (O3)","Rockaway and Broad Channel (CD14)","CD","2017-06-01","35.3"
"Ozone (O3)","Upper West Side (CD7)","CD","2020-06-01","29"
"Ozone (O3)","Upper West Side (CD7)","CD","2017-06-01","25.6"
"Ozone (O3)","Rockaway and Broad Channel (CD14)","CD","2020-06-01","31.6"
"Ozone (O3)","Rockaway and Broad Channel (CD14)","CD","2018-06-01","35.3"
"Ozone (O3)","Upper West Side (CD7)","CD","2018-06-01","27.2"
"Ozone (O3)","Sunset Park (CD7)","CD","2009-06-01","27.6"
"Ozone (O3)","Sunset Park (CD7)","CD","2017-06-01","29.2"
"Ozone (O3)","Flushing and Whitestone (CD7)","CD","2009-06-01","28.6"
"Ozone (O3)","Sunset Park (CD7)","CD","2018-06-01","29.4"
"Ozone (O3)","Fresh Meadows","UHF42","2022-06-01","34.2"
"Ozone (O3)","Downtown - Heights - Slope","UHF42","2022-06-01","32.3"
"Ozone (O3)","Central Harlem - Morningside Heights","UHF42","2022-06-01","30.9"
"Ozone (O3)","Brownsville (CD16)","CD","2017-06-01","30.3"
"Ozone (O3)","East New York and Starrett City (CD5)","CD","2017-06-01","31.2"
"Ozone (O3)","Fordham and University Heights (CD5)","CD","2009-06-01","25.9"
"Ozone (O3)","Brownsville (CD16)","CD","2020-06-01","29.2"
"Ozone (O3)","Midtown (CD5)","CD","2011-06-01","21"
"Ozone (O3)","Midtown (CD5)","CD","2010-06-01","22.5"
"Ozone (O3)","East New York and Starrett City (CD5)","CD","2010-06-01","34.3"
"Ozone (O3)","Northeast Bronx","UHF42","2022-06-01","32.2"
"Ozone (O3)","Fordham and University Heights (CD5)","CD","2019-06-01","28.7"
"Ozone (O3)","East Harlem (CD11)","CD","2018-06-01","28.8"
"Ozone (O3)","Parkchester and Soundview (CD9)","CD","2020-06-01","31.7"
"Ozone (O3)","Morris Park and Bronxdale (CD11)","CD","2022-06-01","32.8"
"Ozone (O3)","Kew Gardens and Woodhaven (CD9)","CD","2022-06-01","34.5"
"Ozone (O3)","East Harlem (CD11)","CD","2022-06-01","31.5"
"Ozone (O3)","Coney Island - Sheepshead Bay","UHF34","2013-06-01","33.9"
"Ozone (O3)","Rockaways","UHF34","2013-06-01","36.8"
"Ozone (O3)","Bensonhurst (CD11)","CD","2018-06-01","31.3"
"Ozone (O3)","South Crown Heights and Lefferts Gardens (CD9)","CD","2009-06-01","26.6"
"Ozone (O3)","Morris Park and Bronxdale (CD11)","CD","2016-06-01","33.2"
"Ozone (O3)","Parkchester and Soundview (CD9)","CD","2010-06-01","33.5"
"Ozone (O3)","Parkchester and Soundview (CD9)","CD","2011-06-01","33.6"
"Ozone (O3)","South Crown Heights and Lefferts Gardens (CD9)","CD","2010-06-01","32.3"
"Ozone (O3)","Bayside and Little Neck (CD11)","CD","2010-06-01","33.6"
"Ozone (O3)","Kingsbridge - Riverdale","UHF42","2022-06-01","30"
"Ozone (O3)","Port Richmond","UHF42","2022-06-01","34.2"
"Ozone (O3)","Throgs Neck and Co-op City (CD10)","CD","2009-06-01","29.5"
"Ozone (O3)","South Ozone Park and Howard Beach (CD10)","CD","2020-06-01","29.8"
"Ozone (O3)","Bay Ridge and Dyker Heights (CD10)","CD","2017-06-01","29.2"
"Ozone (O3)","Throgs Neck and Co-op City (CD10)","CD","2016-06-01","34"
"Ozone (O3)","South Ozone Park and Howard Beach (CD10)","CD","2016-06-01","34.9"
"Ozone (O3)","Bay Ridge and Dyker Heights (CD10)","CD","2016-06-01","33.5"
"Ozone (O3)","Long Island City - Astoria","UHF42","2022-06-01","32.9"
"Ozone (O3)","South Ozone Park and Howard Beach (CD10)","CD","2015-06-01","33.1"
"Ozone (O3)","Central Harlem (CD10)","CD","2009-06-01","21.6"
"Ozone (O3)","Williamsbridge and Baychester (CD12)","CD","2009-06-01","26.6"
"Ozone (O3)","Crown Heights and Prospect Heights (CD8)","CD","2009-06-01","26.1"
"Ozone (O3)","Clinton and Chelsea (CD4)","CD","2020-06-01","28.4"
"Ozone (O3)","Crown Heights and Prospect Heights (CD8)","CD","2018-06-01","29.7"
"Ozone (O3)","Belmont and East Tremont (CD6)","CD","2020-06-01","30.4"
"Ozone (O3)","Clinton and Chelsea (CD4)","CD","2018-06-01","25.9"
"Ozone (O3)","Park Slope and Carroll Gardens (CD6)","CD","2022-06-01","32.9"
"Ozone (O3)","Stuyvesant Town and Turtle Bay (CD6)","CD","2022-06-01","29.7"
"Ozone (O3)","Greenwich Village and Soho (CD2)","CD","2018-06-01","26.2"
"Ozone (O3)","Hunts Point and Longwood (CD2)","CD","2018-06-01","30.7"
